# No              x0             py0            T            C            Stab              xh             pyh
00187 +1.94024362e+01 -1.87054862e+01  34.39642073 -322.74707754 +5.38946072e+02 +2.45680644e-06 +9.02434317e+02
00188 +1.93894457e+01 -1.86929603e+01  34.39640857 -322.31468086 +5.38391465e+02 +2.46032626e-06 +9.01788577e+02
00189 +1.93764638e+01 -1.86804426e+01  34.39639639 -321.88285861 +5.37837392e+02 +2.46385137e-06 +9.01143254e+02
00190 +1.93634905e+01 -1.86679332e+01  34.39638418 -321.45161003 +5.37283862e+02 +2.46738192e-06 +9.00498321e+02
00191 +1.93505257e+01 -1.86554320e+01  34.39637195 -321.02093435 +5.36730852e+02 +2.47091799e-06 +8.99853767e+02
00192 +1.93375694e+01 -1.86429391e+01  34.39635970 -320.59083081 +5.36178383e+02 +2.47445925e-06 +8.99209651e+02
00193 +1.93246217e+01 -1.86304545e+01  34.39634742 -320.16129865 +5.35626466e+02 +2.47800629e-06 +8.98565868e+02
00194 +1.93116826e+01 -1.86179780e+01  34.39633513 -319.73233710 +5.35075073e+02 +2.48155883e-06 +8.97922471e+02
00195 +1.92987520e+01 -1.86055098e+01  34.39632280 -319.30394540 +5.34524219e+02 +2.48511676e-06 +8.97279482e+02
00196 +1.92858299e+01 -1.85930498e+01  34.39631046 -318.87612279 +5.33973894e+02 +2.48868006e-06 +8.96636905e+02
00197 +1.92729164e+01 -1.85805981e+01  34.39629809 -318.44886851 +5.33424112e+02 +2.49224924e-06 +8.95994648e+02
00198 +1.92600113e+01 -1.85681545e+01  34.39628569 -318.02218181 +5.32874847e+02 +2.49582367e-06 +8.95352830e+02
00199 +1.92471148e+01 -1.85557192e+01  34.39627328 -317.59606191 +5.32326122e+02 +2.49940367e-06 +8.94711390e+02
00200 +1.92342268e+01 -1.85432921e+01  34.39626084 -317.17050807 +5.31777925e+02 +2.50298903e-06 +8.94070371e+02
00201 +1.92213473e+01 -1.85308731e+01  34.39624837 -316.74551953 +5.31230264e+02 +2.50658010e-06 +8.93429709e+02
00202 +1.92084763e+01 -1.85184624e+01  34.39623588 -316.32109554 +5.30683132e+02 +2.51017683e-06 +8.92789417e+02
00203 +1.91956138e+01 -1.85060598e+01  34.39622337 -315.89723534 +5.30136529e+02 +2.51377914e-06 +8.92149509e+02
00204 +1.91827598e+01 -1.84936654e+01  34.39621084 -315.47393818 +5.29590458e+02 +2.51738691e-06 +8.91510009e+02
00205 +1.91699143e+01 -1.84812792e+01  34.39619828 -315.05120331 +5.29044919e+02 +2.52100032e-06 +8.90870884e+02
00206 +1.91570772e+01 -1.84689012e+01  34.39618569 -314.62902998 +5.28499904e+02 +2.52461923e-06 +8.90232164e+02
00207 +1.91442486e+01 -1.84565313e+01  34.39617308 -314.20741743 +5.27955421e+02 +2.52824395e-06 +8.89593793e+02
00208 +1.91314285e+01 -1.84441696e+01  34.39616045 -313.78636492 +5.27411459e+02 +2.53187414e-06 +8.88955832e+02
